,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Ouesso,24,CG,1537505837,97,1.61,16.05,295.413,1.65
376,Kampot,64,KH,1537505843,86,10.62,104.18,303.513,1.95
377,Bend,1,US,1537503300,71,44.06,-121.32,286.15,0.95
378,North Bend,1,US,1537502160,77,43.41,-124.22,287.05,3.1
379,Cururupu,68,BR,1537505863,84,-1.82,-44.87,299.163,4.8
380,Acari,12,BR,1537505870,90,-6.44,-36.64,293.213,5.65
381,Sunndalsora,75,NO,1537503600,76,62.68,8.55,283.15,7.7
382,Benicarlo,0,ES,1537505676,100,40.42,0.43,297.563,4.2
383,Khawhai,12,IN,1537505902,80,23.52,93.19,301.063,0.15
384,Alamogordo,1,US,1537503300,100,32.9,-105.96,290.15,1.35
385,Caohai,92,CN,1537505914,88,26.87,104.28,289.913,1.75
386,Jiuquan,0,CN,1537505921,45,39.73,98.49,286.563,1.9
387,Song Phi Nong,40,TH,1537504200,66,14.23,100.04,306.15,3.6
388,Rocky Mountain House,92,CA,1537505947,100,52.38,-114.92,273.213,1.3
389,Sao Paulo de Olivenca,88,BR,1537505954,98,-3.38,-68.87,296.063,0.95
390,Kamaishi,75,JP,1537502400,64,39.28,141.86,296.15,6.2
391,Brae,88,GB,1537503600,81,60.4,-1.35,282.15,4.1
392,Caibarien,20,CU,1537501800,88,22.52,-79.47,298.15,2.1
393,Grand Baie,40,MU,1537502400,64,-20.02,57.58,297.15,5.1
394,Bemidji,90,US,1537504500,98,47.48,-94.89,284.85,4.1
395,Sibolga,32,ID,1537505993,100,1.74,98.78,298.113,0.55
396,Santa Rosa,48,AR,1537506007,58,-36.62,-64.29,286.563,1.25
397,Ialibu,44,PG,1537506013,85,-6.28,143.99,290.863,0.45
398,Mabaruma,92,GY,1537506020,93,8.2,-59.78,299.713,2.2
399,Simga,92,IN,1537506027,91,21.63,81.7,298.563,9.7
400,Bandarbeyla,8,SO,1537506033,90,9.49,50.81,299.613,8.7
401,Saryagash,0,KZ,1537502400,56,41.45,69.17,294.15,1.45
402,Gwanda,0,ZW,1537506046,67,-20.94,29.0,292.563,6.55
403,Hollola,56,FI,1537506066,83,60.99,25.5,286.063,3.3
404,Toamasina,40,MG,1537502400,88,-18.17,49.38,293.15,2.1
405,Tiznit,56,MA,1537506079,100,29.7,-9.73,291.613,1.05
406,Tabas,0,IR,1537506085,30,33.6,56.92,299.413,1.4
407,Zinder,32,NE,1537506091,72,13.81,8.99,298.963,1.2
408,Qaracala,20,AZ,1537506098,83,39.81,48.95,297.213,1.4
409,Byron Bay,32,AU,1537504200,49,-28.65,153.62,294.15,8.7
410,Nabire,48,ID,1537506111,90,-3.36,135.5,297.263,0.3
411,Minatitlan,92,MX,1537506117,93,19.39,-104.05,296.463,0.5
412,Talnakh,92,RU,1537506124,95,69.49,88.39,278.963,7.35
413,Puerto Quijarro,32,BO,1537506130,94,-19.0,-57.72,296.513,1.55
414,Katobu,44,ID,1537506137,76,-4.94,122.53,302.563,2.35
415,Uarini,76,BR,1537506143,94,-2.98,-65.16,297.063,1.3
416,Oshakati,68,NA,1537506150,19,-17.78,15.7,293.913,3.95
417,Henties Bay,68,NA,1537506156,97,-22.12,14.28,286.763,1.05
418,Salekhard,0,RU,1537506163,100,66.54,66.62,281.863,1.65
419,Rome,0,IT,1537503600,88,41.89,12.48,293.15,1.5
420,Mabay,0,CU,1537501800,83,20.35,-76.78,299.15,4.1
421,Balkanabat,0,TM,1537506183,50,39.51,54.36,294.613,1.4
422,Vieste,0,IT,1537506189,100,41.88,16.18,296.963,2.4
423,Mutoko,0,ZW,1537506208,57,-17.4,32.23,296.463,3.4
424,Gambela,88,ET,1537506215,100,8.25,34.59,290.763,1.4
425,Tutoia,0,BR,1537506222,81,-2.76,-42.27,298.663,7.75
426,Machinga,0,MW,1537506228,52,-15.18,35.3,300.063,2.4
427,Sao Joao da Barra,92,BR,1537506149,100,-21.64,-41.05,294.413,6.7
428,Mayskiy,8,RU,1537504200,63,43.63,44.06,289.15,2.0
429,Sarana,76,RU,1537506248,95,56.48,57.73,284.363,3.05
430,Samarai,92,PG,1537506254,100,-10.62,150.67,298.363,6.15
431,Waingapu,32,ID,1537506261,51,-9.65,120.26,304.413,4.4
432,Nago,0,IT,1537503600,93,45.88,10.89,292.15,1.75
433,Santiago,0,CL,1537502400,76,-33.44,-70.65,284.15,1.0
434,Rocha,8,UY,1537506281,93,-34.48,-54.34,282.563,4.05
435,San Patricio,36,PY,1537506288,99,-26.98,-56.83,290.963,1.05
436,Arica,90,CL,1537506000,72,-18.48,-70.32,289.15,1.0
437,Srednekolymsk,92,RU,1537506301,100,67.46,153.71,275.313,1.6
438,The Valley,20,AI,1537502400,74,18.22,-63.06,301.15,3.1
439,Maragogi,88,BR,1537506314,95,-9.01,-35.22,296.363,3.55
440,San Joaquin,80,PH,1537506320,92,10.59,122.14,300.113,2.1
441,Tame,20,CO,1537506327,95,6.46,-71.72,283.163,0.75
442,Praia da Vitoria,20,PT,1537502400,83,38.73,-27.07,296.15,9.75
443,Willowmore,0,ZA,1537506340,81,-33.3,23.49,276.313,1.0
444,Ordzhonikidze,0,UA,1537506347,91,44.96,35.36,294.363,4.6
445,Homer,20,US,1537501980,86,59.64,-151.54,284.85,2.1
446,Morwell,0,AU,1537506372,62,-38.24,146.4,288.813,2.5
447,Isagarh,76,IN,1537506379,67,24.84,77.89,303.713,7.45
448,Montepuez,0,MZ,1537506385,54,-13.13,39.0,298.063,2.85
449,Fortuna,0,ES,1537504200,88,38.18,-1.13,294.15,1.5
450,Canico,40,PT,1537504200,73,32.63,-16.85,295.15,5.1
451,San Enrique,80,PH,1537506418,92,11.07,122.66,300.113,2.1
452,Puri,20,ID,1537502400,62,-7.54,112.45,305.15,4.6
453,Gaillac,0,FR,1537504200,82,43.9,1.9,292.15,4.6
454,Greenwood,1,US,1537505760,84,34.2,-82.16,296.45,3.6
455,Namatanai,12,PG,1537506443,100,-3.66,152.44,300.913,3.0
456,Marck,75,FR,1537505400,82,50.95,1.95,289.15,8.2
457,Picos,56,BR,1537506456,29,-7.08,-41.47,304.063,6.15
458,Comodoro Rivadavia,0,AR,1537506000,62,-45.87,-67.48,284.15,2.1
459,Yokadouma,68,CM,1537506482,97,3.52,15.05,293.213,1.25
460,Kontagora,12,NG,1537506488,94,10.4,5.47,294.713,1.3
461,Dharchula,0,IN,1537506494,67,29.85,80.53,290.213,0.8
462,Honningsvag,0,NO,1537501800,87,70.98,25.97,281.15,4.1
463,Ramsar,90,IR,1537502400,93,36.92,50.64,292.15,2.1
464,Qandala,0,SO,1537506564,55,11.47,49.87,303.063,1.1
465,Tulsipur,8,IN,1537506570,72,27.53,82.41,304.863,7.05
466,Polunochnoye,0,RU,1537506577,85,60.87,60.43,285.963,3.85
467,Lazaro Cardenas,8,MX,1537506583,91,28.39,-105.62,289.963,0.95
468,Caravelas,92,BR,1537506590,100,-17.73,-39.27,297.613,6.95
469,Saint-Joseph,0,FR,1537504200,82,43.56,6.97,296.15,1.5
470,Rio Gallegos,40,AR,1537506000,98,-51.62,-69.22,275.15,2.1
471,Yefremov,0,RU,1537506622,71,53.14,38.12,290.063,2.05
472,Ponta Delgada,40,PT,1537504200,94,37.73,-25.67,296.15,4.1
473,Basar,75,IN,1537506000,79,27.98,94.69,303.15,1.5
474,Moussoro,0,TD,1537506642,77,13.64,16.49,299.613,1.3
475,Pombas,20,BR,1537506648,92,-15.9,-54.74,291.913,1.2
476,El Sauzal,0,AR,1537506000,72,-24.3,-64.96,289.15,3.1
477,Beisfjord,75,NO,1537501800,87,68.38,17.6,283.15,20.1
478,Qaqortoq,0,GL,1537505400,47,60.72,-46.03,276.15,2.6
479,Flin Flon,0,CA,1537506674,100,54.77,-101.88,275.213,3.3
480,Voh,0,NC,1537506718,98,-20.95,164.69,294.213,8.0
481,Taua,92,SL,1537506725,99,8.79,-12.72,295.213,1.95
482,Lagoa,0,PT,1537504200,56,37.14,-8.45,294.15,1.5
483,Chepen,75,PE,1537506000,82,-7.22,-79.45,290.15,5.1
484,Bonavista,8,CA,1537506744,100,48.65,-53.11,280.313,6.0
485,Hanzhong,0,CN,1537506763,57,33.08,107.03,297.713,1.45
486,Juneau,1,US,1537505760,85,58.3,-134.42,278.15,1.15
487,Butte,1,US,1537505580,12,46.01,-112.54,277.55,2.1
488,Port Said,0,EG,1537506782,31,25.34,30.55,299.213,2.3
489,Sorland,75,NO,1537505400,76,67.67,12.69,283.15,6.2
490,Nanchong,92,CN,1537506807,99,30.8,106.08,292.413,3.95
491,Senneterre,90,CA,1537502400,81,48.39,-77.24,285.15,1.5
492,Kabalo,64,CD,1537506821,59,-6.05,26.92,298.513,1.95
493,Rio Grande,8,BR,1537506827,95,-32.03,-52.1,286.463,3.95
494,Barra dos Coqueiros,40,BR,1537506000,69,-10.91,-37.04,298.15,6.2
495,Cordoba,8,CO,1537506853,81,5.59,-73.79,277.563,1.15
496,Baramati,80,IN,1537506859,77,18.15,74.57,299.963,5.2
497,Chakulia,75,IN,1537506000,100,22.48,86.72,298.15,3.6
498,Menongue,0,AO,1537506872,22,-14.66,17.68,294.313,2.25
499,Port Pirie,0,AU,1537502400,52,-33.18,138.01,293.15,5.7
500,Suntar,0,RU,1537506885,47,62.16,117.65,284.813,1.65
501,Kaniama,12,CD,1537506892,61,-7.57,24.18,297.263,1.45
502,Tsilna,90,RU,1537502400,100,54.59,48.14,285.15,2.0
503,Ilinskiy,0,RU,1537504200,87,55.62,38.12,285.15,2.0
504,Kizukuri,75,JP,1537502400,56,40.81,140.39,297.15,5.1
505,Miles City,90,US,1537505580,85,46.41,-105.84,279.25,6.7
506,Kokopo,44,PG,1537506936,96,-4.34,152.27,302.213,1.65
507,Kharan,0,PK,1537506943,22,28.58,65.42,302.063,2.25
508,Kasongo,20,CD,1537506949,87,-4.43,26.67,296.313,1.15
509,Bejar,0,AL,1537506955,83,40.49,19.83,293.563,1.4
510,Marienburg,0,DE,1537505400,64,52.12,9.98,295.15,4.1
511,Khash,0,IR,1537506968,28,28.22,61.21,298.913,3.0
512,Vao,68,EE,1537506975,84,59.1,26.19,290.113,4.65
513,Mamlyutka,75,KZ,1537504200,87,54.94,68.54,285.15,6.0
514,Aripuana,64,BR,1537507000,90,-9.17,-60.63,297.613,1.05
515,Pushkino,0,RU,1537504200,93,56.01,37.85,285.15,3.0
516,Tulum,40,MX,1537501560,88,20.21,-87.46,301.15,3.1
517,Belaya Gora,92,RU,1537507019,86,68.54,146.19,277.163,2.15
518,Seoni Malwa,92,IN,1537507025,81,22.45,77.47,300.363,5.4
519,Saiha,44,IN,1537507032,72,22.49,92.98,301.213,0.6
520,Belyy Yar,0,RU,1537504200,54,53.6,91.39,285.15,2.0
521,Looc,75,PH,1537502400,70,10.32,123.95,304.15,3.1
522,Esil,12,KZ,1537507051,91,51.96,66.41,286.663,4.45
523,Mahibadhoo,56,MV,1537507069,100,3.78,72.97,300.063,6.05
